nome,ruolo,ruolo_mantra,squadra,presenze,media_voto,fantamedia,gol,gol_subiti,rigori_tirati,rigori_parati,assist,ammonizioni,espulsioni,stagione
De Winter,D,Dd;Dc,MIL,24,5.75,5.9,1,0,0,0,1,1,0,2025-26
Masini,C,M;C,GEN,21,5.98,5.9,0,0,0,0,1,5,0,2025-26
Lipani,C,M;C,SAS,21,5.93,5.9,0,0,0,0,1,3,0,2025-26
Ismajli,D,Dc,TOR,24,5.92,5.9,0,0,0,0,2,5,0,2025-26
Idzes,D,Dc,SAS,35,5.94,5.9,0,0,0,0,0,3,0,2025-26
Sarmiento J.,C,W;T,CRE,5,5.9,5.9,0,0,0,0,0,0,0,2025-26
Lucumì,D,Dc,BOL,28,5.88,5.89,1,0,0,0,0,5,0,2025-26
Zortea,D,E,BOL,28,5.86,5.89,0,0,0,0,2,2,0,2025-26
Frattesi,C,C;T,INT,14,5.89,5.89,0,0,0,0,0,0,0,2025-26
Muharemovic,D,Dc,SAS,32,5.91,5.89,2,0,0,0,1,7,0,2025-26
Sanabria,A,Pc,CRE,23,5.76,5.89,1,0,0,0,1,2,0,2025-26
Adopo,C,M;C,CAG,38,5.83,5.88,1,0,0,0,1,4,0,2025-26
Prati,C,M;C,TOR,32,5.88,5.88,1,0,0,0,0,6,0,2025-26
Tomori,D,Dc,MIL,32,5.97,5.88,0,0,0,0,1,6,1,2025-26
Buongiorno,D,Dc,NAP,32,5.89,5.88,0,0,0,0,1,3,0,2025-26
Pierini,A,A,SAS,4,6.0,5.88,0,0,0,0,0,1,0,2025-26
Ilic,C,C,TOR,8,6.0,5.88,0,0,0,0,0,2,0,2025-26
Barbieri,D,Dd;Ds;E,CRE,26,5.98,5.87,0,0,0,0,1,8,0,2025-26
Kamara H.,D,Ds;E,UDI,26,5.88,5.87,0,0,0,0,2,5,0,2025-26
Hien,D,Dc,ATA,28,5.91,5.86,1,0,0,0,0,5,0,2025-26
Vitik,D,Dc,BOL,18,5.94,5.86,0,0,0,0,0,3,0,2025-26
Venturino,C,W,ROM,7,5.86,5.86,0,0,0,0,0,0,0,2025-26
Dia,A,Pc,LAZ,25,5.68,5.86,1,0,0,0,2,1,0,2025-26
Payero,C,C,CRE,25,5.9,5.86,1,0,0,0,0,8,0,2025-26
Provstgaard,D,Dc,LAZ,23,5.91,5.85,0,0,0,0,0,3,0,2025-26
Ramadani,C,M;C,LEC,37,5.91,5.85,1,0,0,0,0,10,0,2025-26
Pierotti,C,W;A,LEC,37,5.8,5.85,1,0,0,0,1,4,0,2025-26
Harroui,C,W;T,VER,17,5.74,5.85,1,0,1,0,0,3,0,2025-26
Smolcic I.,D,Dd;Dc,COM,25,5.96,5.84,0,0,0,0,1,8,0,2025-26
Marcandalli,D,Dc,GEN,31,5.87,5.84,0,0,0,0,1,4,0,2025-26
Gabbia,D,Dc,MIL,29,5.91,5.84,0,0,0,0,0,4,0,2025-26
Bertola,D,Dc,UDI,25,5.86,5.84,0,0,0,0,1,3,0,2025-26
Frese,D,Ds;E,VER,31,5.84,5.84,2,0,0,0,0,8,0,2025-26
Bradaric,D,Ds;E,VER,29,5.81,5.84,0,0,0,0,2,2,0,2025-26
Gagliardini,C,M;C,VER,29,5.91,5.84,1,0,0,0,0,10,0,2025-26
Fazzini,C,C;T,FIO,12,5.88,5.83,0,0,0,0,0,2,0,2025-26
Dele-Bashiru,C,C;T,LAZ,21,5.69,5.83,1,0,0,0,0,0,0,2025-26
Terracciano F.,D,Dd;Ds;E,CRE,35,5.86,5.83,2,0,0,0,0,6,0,2025-26
Valenti,D,Dc,PAR,27,5.96,5.83,0,0,0,0,0,7,0,2025-26
Meister,A,Pc,PIS,27,5.65,5.83,2,0,0,0,0,2,0,2025-26
Bayo V.,A,Pc,UDI,12,5.75,5.83,0,0,0,0,1,0,0,2025-26
Iling Junior,C,E;W,PIS,3,5.83,5.83,0,0,0,0,0,0,0,2025-26
Bellanova,D,E,ATA,22,5.82,5.82,0,0,0,0,1,2,0,2025-26
Obert,D,Ds;Dc,CAG,34,5.88,5.82,0,0,0,0,3,8,1,2025-26
Belahyane,C,M;C,LAZ,11,5.77,5.82,0,0,0,0,2,1,1,2025-26
Tourè I.,C,E;M,PIS,30,5.82,5.82,1,0,0,0,0,4,1,2025-26
Pellegrini Lu.,D,Ds;E,LAZ,24,5.85,5.81,1,0,0,0,0,8,0,2025-26
Ordonez C.,C,M;C,PAR,21,5.79,5.81,1,0,0,0,0,3,1,2025-26
Gineitis,C,C,TOR,27,5.87,5.81,0,0,0,0,1,5,0,2025-26
Nkounkou,D,Ds;E,TOR,8,5.81,5.81,0,0,0,0,1,3,0,2025-26
Djimsiti,D,Dc,ATA,33,5.86,5.8,0,0,0,0,0,4,0,2025-26
Aebischer,C,C,PIS,35,5.8,5.8,1,0,0,0,1,8,0,2025-26
Luvumbo,A,A,CAG,10,5.8,5.8,0,0,0,0,0,0,0,2025-26
Collocolo,C,M;C,CRE,5,5.9,5.8,0,0,0,0,0,1,0,2025-26
Tavares N.,D,Ds;E,LAZ,22,5.91,5.8,0,0,0,0,0,5,0,2025-26
Estevez,C,M;C,PAR,22,5.8,5.8,0,0,0,0,1,2,0,2025-26
Akinsanmiro,C,C;T,PIS,23,5.8,5.8,0,0,0,0,1,2,0,2025-26
Heggem,D,Ds;Dc,BOL,25,5.84,5.8,0,0,0,0,0,0,1,2025-26
Akpa Akpro,C,M;C,VER,22,5.86,5.8,1,0,0,0,0,9,0,2025-26
Arizala,D,Ds;E,UDI,5,5.8,5.8,0,0,0,0,0,0,0,2025-26
Ranieri L.,D,Ds;Dc,FIO,31,5.85,5.79,1,0,0,0,0,8,1,2025-26
Zerbin,C,E;W,CRE,29,5.76,5.79,0,0,0,0,2,2,0,2025-26
Jashari,C,C,MIL,12,5.71,5.79,0,0,0,0,1,0,0,2025-26
Kulenovic,A,Pc,TOR,7,5.71,5.79,0,0,0,0,1,2,0,2025-26
Sulemana I.,C,M;C,CAG,18,5.69,5.78,1,0,0,0,0,3,0,2025-26
Ferguson,C,C;T,BOL,23,5.8,5.78,1,0,0,0,0,5,1,2025-26
Ziolkowski,D,Dc,ROM,9,5.94,5.78,0,0,0,0,0,3,0,2025-26
Caracciolo A.,D,Dc,PIS,35,5.8,5.77,2,0,0,0,0,10,0,2025-26
Zemura,D,Ds;E,UDI,15,5.87,5.77,0,0,0,0,0,3,0,2025-26
Bondo,C,M;C,CRE,27,5.85,5.76,0,0,0,0,0,5,0,2025-26
Doig,D,Ds;E,SAS,27,5.85,5.76,0,0,0,0,0,5,0,2025-26
Siebert,D,Dc,LEC,19,5.68,5.76,1,0,0,0,0,3,0,2025-26
Fullkrug,A,Pc,MIL,19,5.76,5.76,1,0,0,0,0,0,0,2025-26
Liteta,C,M;C,CAG,4,5.75,5.75,0,0,0,0,0,0,0,2025-26
Comuzzo,D,Dc,FIO,24,5.75,5.75,1,0,0,0,0,2,0,2025-26
Patric,D,Dd;Dc,LAZ,10,5.85,5.75,0,0,0,0,0,2,0,2025-26
Boloca,C,M;C,SAS,2,5.75,5.75,0,0,0,0,0,0,0,2025-26
Lovric,C,C,VER,10,5.75,5.75,0,0,0,0,1,2,0,2025-26
Slotsager,D,Dc,VER,6,5.75,5.75,0,0,0,0,0,0,0,2025-26
Braschi,A,Pc,FIO,2,5.75,5.75,0,0,0,0,0,0,0,2025-26
Bella-Kotchap,D,Dc,VER,18,5.83,5.75,0,0,0,0,0,3,0,2025-26
Onana J.,C,M;C,GEN,2,5.75,5.75,0,0,0,0,0,0,0,2025-26
Balbo,D,Ds;E,FIO,4,5.75,5.75,0,0,0,0,0,0,0,2025-26
Lazzari,D,Dd;E,LAZ,17,5.79,5.74,0,0,0,0,0,2,0,2025-26
Walukiewicz,D,Dd;Dc,SAS,34,5.81,5.74,0,0,0,0,1,7,0,2025-26
Sergi Roberto,C,M;C,COM,13,5.85,5.73,0,0,0,0,0,3,0,2025-26
Kaba,C,M;C,LEC,11,5.77,5.73,0,0,0,0,0,1,0,2025-26
Marianucci,D,Dc,TOR,11,5.73,5.73,0,0,0,0,1,2,0,2025-26
Loyola,C,M;C,PIS,11,5.55,5.73,1,0,0,0,0,0,1,2025-26
Edmundsson,D,Dc,VER,15,5.97,5.73,0,0,0,0,0,3,0,2025-26
Floriani Mussolini,D,Dd;E,CRE,23,5.72,5.72,0,0,0,0,1,2,0,2025-26
Canestrelli,D,Dc,PIS,37,5.69,5.72,1,0,0,0,0,4,0,2025-26
Anjorin,C,C;T,TOR,9,5.78,5.72,0,0,0,0,0,1,0,2025-26
Ebosse,D,Ds;Dc,TOR,16,5.75,5.72,0,0,0,0,1,4,0,2025-26
Niasse,C,M;C,VER,16,5.69,5.72,0,0,0,0,1,1,0,2025-26
Rodriguez Ju.,D,Ds;Dc,CAG,16,5.62,5.72,1,0,0,0,0,3,0,2025-26
Maleh,C,M;C,CRE,21,5.69,5.71,1,0,0,0,0,3,1,2025-26
Estupinan,D,Ds;E,MIL,14,5.64,5.71,1,0,0,0,1,5,1,2025-26
Troilo,D,Dc,PAR,21,5.79,5.71,1,0,0,0,0,5,2,2025-26
Grassi,C,M;C,CRE,28,5.79,5.7,0,0,0,0,0,3,1,2025-26
Jean,D,Dc,LEC,5,5.8,5.7,0,0,0,0,0,1,0,2025-26
Piccinini G.,C,E;M,PIS,22,5.77,5.7,0,0,0,0,0,3,0,2025-26
Marin M.,C,M;C,PIS,20,5.88,5.7,0,0,0,0,0,7,0,2025-26
Romagna,D,Dc,SAS,5,5.7,5.7,0,0,0,0,0,0,0,2025-26
Lazaro,D,Dd;E,TOR,30,5.7,5.7,0,0,0,0,2,4,0,2025-26
Zarraga,C,M;C,UDI,10,5.75,5.7,0,0,0,0,0,2,0,2025-26
Oyegoke,D,B;Dd;E,VER,10,5.8,5.7,0,0,0,0,0,2,0,2025-26
Bailey,C,W;A,ROM,5,5.7,5.7,0,0,0,0,0,0,0,2025-26
Britschgi,D,Dd;Ds;E,PAR,28,5.75,5.7,0,0,0,0,2,5,1,2025-26
Ahanor,D,B;Ds;E,ATA,21,5.79,5.69,0,0,0,0,0,2,1,2025-26
Bianchetti,D,Dc,CRE,27,5.72,5.69,0,0,0,0,1,4,0,2025-26
Veiga D.,D,Dd;E,LEC,36,5.82,5.69,0,0,0,0,0,9,0,2025-26
Tsimikas,D,Ds;E,ROM,13,5.73,5.69,0,0,0,0,0,1,0,2025-26
Albiol,D,Dc,PIS,8,5.62,5.69,0,0,0,0,1,1,0,2025-26
Dossena,D,Dc,CAG,11,5.82,5.68,0,0,0,0,1,5,0,2025-26
Olivera,D,Ds;E,NAP,22,5.75,5.68,0,0,0,0,0,3,0,2025-26
Zè Pedro,D,Dc,CAG,22,5.77,5.68,0,0,0,0,1,6,0,2025-26
Pongracic,D,Dc,FIO,35,5.84,5.67,0,0,0,0,0,12,0,2025-26
Hernani,C,C,PAR,3,5.67,5.67,0,0,0,0,0,0,0,2025-26
Mateus Lusuardi,D,Dc,PIS,3,5.83,5.67,0,0,0,0,0,1,0,2025-26
Angelino,D,E,ROM,6,5.83,5.67,0,0,0,0,0,2,0,2025-26
Trepy,A,Pc,CAG,3,5.67,5.67,0,0,0,0,0,0,0,2025-26
Amorim,C,M;C,GEN,9,5.72,5.67,0,0,0,0,0,1,0,2025-26
Mlacic,D,Dc,UDI,3,5.83,5.67,0,0,0,0,0,2,0,2025-26
Casale,D,Dc,BOL,10,5.65,5.65,0,0,0,0,0,0,0,2025-26
Sabelli,D,Dd;Ds;E,GEN,13,5.81,5.65,0,0,0,0,0,0,0,2025-26
Milinkovic-Savic V.,P,Por,NAP,27,6.2,5.65,0,24,0,3,0,0,0,2025-26
Ngom,C,M;C,LEC,13,5.69,5.65,0,0,0,0,0,1,0,2025-26
Rovella,C,M;C,LAZ,11,5.73,5.64,0,0,0,0,1,2,1,2025-26
Gaspar K.,D,Dc,LEC,21,5.83,5.64,0,0,0,0,0,6,1,2025-26
Camarda,A,Pc,LEC,18,5.67,5.64,1,0,0,0,0,1,0,2025-26
Vural,C,C,PIS,14,5.79,5.64,0,0,0,0,0,4,0,2025-26
Sarr A.,A,A,VER,29,5.67,5.64,0,0,0,0,0,0,1,2025-26
Aboukhlal,A,A,TOR,11,5.77,5.64,0,0,0,0,0,4,0,2025-26
Faye,D,Dc,CRE,7,5.71,5.64,0,0,0,0,0,1,0,2025-26
Coulibaly W.,D,Dd;Ds;E,SAS,18,5.69,5.64,0,0,0,0,0,2,0,2025-26
Ratkov,A,Pc,LAZ,7,5.64,5.64,0,0,0,0,0,0,0,2025-26
Ondrejka,C,W;A,PAR,15,5.7,5.63,0,0,0,0,0,2,0,2025-26
Pessina Mas.,P,Por,BOL,4,6.12,5.62,0,2,0,0,0,0,0,2025-26
Helgason,C,C;T,LEC,4,5.62,5.62,0,0,0,0,0,0,0,2025-26
Juan Jesus,D,Ds;Dc,NAP,21,5.86,5.62,0,0,0,0,0,8,1,2025-26
Sohm,C,C,BOL,24,5.65,5.62,0,0,0,0,1,3,0,2025-26
Masina,D,B;Ds;E,TOR,4,5.38,5.62,0,0,0,0,1,0,0,2025-26
Carboni V.,C,T;A,GEN,10,5.7,5.6,0,0,0,0,0,2,0,2025-26
Suslov,C,W;T,VER,10,5.75,5.6,0,0,0,0,0,1,1,2025-26
Moumbagna,A,Pc,CRE,5,5.6,5.6,0,0,0,0,0,0,0,2025-26
Lirola,D,B;Dd;E,VER,5,5.7,5.6,0,0,0,0,0,1,0,2025-26
Biraghi,D,Ds;E,TOR,11,5.59,5.59,0,0,0,0,0,0,0,2025-26
Tameze,C,M;C,TOR,17,5.65,5.59,0,0,0,0,0,3,0,2025-26
Unai Nunez,D,Dc,VER,17,5.85,5.59,0,0,0,0,0,5,0,2025-26
Carnesecchi,P,Por,ATA,37,6.36,5.58,0,35,0,2,0,0,0,2025-26
Lovik,D,Ds;E,PAR,6,5.58,5.58,0,0,0,0,0,0,0,2025-26
Calabresi,D,B;Dd;E,PIS,25,5.74,5.58,0,0,0,0,0,8,0,2025-26
Valentini N.,D,Dc,VER,19,5.79,5.58,0,0,0,0,0,6,1,2025-26
Goglichidze,D,Dd;Dc,UDI,6,5.75,5.58,0,0,0,0,0,2,0,2025-26
Stojilkovic,A,Pc,PIS,12,5.58,5.58,0,0,0,0,0,0,0,2025-26
Tete Morente,C,W,LEC,15,5.57,5.57,0,0,0,0,1,2,0,2025-26
Nelsson,D,Dc,VER,37,5.68,5.57,0,0,0,0,0,4,0,2025-26
Vranckx,C,M;C,SAS,14,5.64,5.57,0,0,0,0,0,2,0,2025-26
Al-Musrati,C,M;C,VER,14,5.71,5.57,0,0,0,0,1,4,1,2025-26
Bonfanti,D,Dc,PIS,9,5.61,5.56,0,0,0,0,0,1,0,2025-26
Lykogiannis,D,Ds;E,BOL,8,5.62,5.56,0,0,0,0,1,3,0,2025-26
Dzeko,A,Pc,FIO,8,5.62,5.56,0,0,0,0,0,1,0,2025-26
Rugani,D,Dc,FIO,8,5.69,5.56,0,0,0,0,0,2,0,2025-26
Candè,D,Ds;Dc,SAS,8,5.69,5.56,0,0,0,0,0,2,0,2025-26
Pezzella Giu.,D,Ds;E,CRE,31,5.68,5.55,0,0,0,0,1,8,1,2025-26
Koopmeiners,C,C;T,JUV,29,5.64,5.55,0,0,0,0,0,5,0,2025-26
Gimenez,A,Pc,MIL,15,5.5,5.53,0,0,0,0,1,2,0,2025-26
Immobile,A,Pc,BOL,6,5.58,5.5,0,0,0,0,0,1,0,2025-26
Di Pardo,D,Dd;E,CAG,1,5.5,5.5,0,0,0,0,0,0,0,2025-26
Ceccherini,D,Dd;Dc,CRE,8,5.56,5.5,0,0,0,0,1,1,1,2025-26
Richardson,C,M;C,FIO,1,5.5,5.5,0,0,0,0,0,0,0,2025-26
Sabiri,C,T,FIO,1,5.5,5.5,0,0,0,0,0,0,0,2025-26
Hysaj,D,Dd;Ds;E,LAZ,2,5.5,5.5,0,0,0,0,0,0,0,2025-26
Kouassi,D,Dd;Dc,LEC,4,5.5,5.5,0,0,0,0,0,0,0,2025-26
Ndaba,D,Ds;E,LEC,9,5.5,5.5,0,0,0,0,0,0,0,2025-26
Chukwueze,C,W,MIL,1,5.5,5.5,0,0,0,0,0,0,0,2025-26
Hojholt,C,M;C,PIS,15,5.57,5.5,0,0,0,0,0,2,0,2025-26
Moro L.,A,Pc,SAS,6,5.58,5.5,0,0,0,0,0,1,0,2025-26
Palma,D,Dc,UDI,4,5.5,5.5,0,0,0,0,0,0,0,2025-26
Fini,C,E;W,GEN,1,5.5,5.5,0,0,0,0,0,0,0,2025-26
Gorter,C,M;C,LEC,1,5.5,5.5,0,0,0,0,0,0,0,2025-26
Stengs,C,W;T,PIS,1,5.5,5.5,0,0,0,0,0,0,0,2025-26
Ambrosino,A,Pc,NAP,1,5.5,5.5,0,0,0,0,0,0,0,2025-26
Fofana Sa.,C,M;C,LEC,2,5.5,5.5,0,0,0,0,0,0,0,2025-26
Svilar,P,Por,ROM,38,6.26,5.45,0,31,0,0,0,0,0,2025-26
Maignan,P,Por,MIL,37,6.26,5.42,0,35,0,2,0,4,0,2025-26
Butez,P,Por,COM,38,6.07,5.37,0,29,0,1,1,3,0,2025-26
Ndiaye,D,Dc,PAR,11,5.59,5.36,0,0,0,0,0,3,1,2025-26
Otoa,D,Dc,GEN,10,5.6,5.35,0,0,0,0,0,1,0,2025-26
Provedel,P,Por,LAZ,27,6.26,5.35,0,27,0,1,0,1,0,2025-26
Viti,D,Dc,FIO,6,5.58,5.33,0,0,0,0,0,1,1,2025-26
Di Gregorio,P,Por,JUV,30,6.08,5.33,0,25,0,1,0,1,0,2025-26
Helland,D,Dd;Dc,BOL,6,5.5,5.33,0,0,0,0,0,2,0,2025-26
Marì,D,Dc,FIO,10,5.45,5.3,0,0,0,0,0,3,0,2025-26
Skorupski,P,Por,BOL,18,6.19,5.28,0,15,0,0,0,1,1,2025-26
Gronbaek,C,W;T,GEN,2,5.5,5.25,0,0,0,0,0,1,0,2025-26
Asllani,C,M;C,TOR,14,5.57,5.25,0,0,0,0,0,3,0,2025-26
Padelli,P,Por,UDI,2,6.25,5.25,0,2,0,0,0,0,0,2025-26
Denoon,D,Dc,PIS,2,5.5,5.25,0,0,0,0,0,1,0,2025-26
Falcone,P,Por,LEC,38,6.41,5.22,0,50,0,2,0,2,0,2025-26
Morata,A,Pc,COM,17,5.5,5.21,0,0,0,0,0,2,1,2025-26
Martinez Jo.,P,Por,INT,5,6.0,5.2,0,4,0,0,0,0,0,2025-26
Meret,P,Por,NAP,11,6.23,5.18,0,12,0,0,1,1,0,2025-26
Cham,D,Dd;Ds;E,VER,3,5.17,5.17,0,0,0,0,0,0,0,2025-26
Motta,P,Por,LAZ,9,6.0,5.17,0,10,0,1,0,1,0,2025-26
Perin,P,Por,JUV,9,6.11,5.11,0,9,0,0,0,0,0,2025-26
Corvi,P,Por,PAR,17,6.18,5.09,0,18,0,0,0,1,0,2025-26
Okoye,P,Por,UDI,30,6.07,5.08,0,32,0,1,1,1,1,2025-26
Bozhinov,D,Dc,PIS,8,5.25,5.06,0,0,0,0,0,1,1,2025-26
Sommer,P,Por,INT,33,5.92,5.02,0,30,0,0,0,0,0,2025-26
De Gea,P,Por,FIO,37,6.24,5.0,0,49,0,1,0,0,0,2025-26
Di Gennaro,P,Por,INT,1,6.0,5.0,0,1,0,0,0,0,0,2025-26
Furlanetto,P,Por,LAZ,2,6.5,5.0,0,3,0,0,0,0,0,2025-26
Perez M.,D,Dd;Dc,LEC,1,5.0,5.0,0,0,0,0,0,0,0,2025-26
Jimenez A.,D,Dd;Ds;E,MIL,1,5.5,5.0,0,0,0,0,0,1,0,2025-26
Turati,P,Por,SAS,6,6.17,5.0,0,7,0,0,0,0,0,2025-26
Dembelè A.,D,Dd;E,TOR,1,5.0,5.0,0,0,0,0,0,0,0,2025-26
Montipò,P,Por,VER,35,6.2,4.94,0,54,0,3,1,0,0,2025-26
Audero,P,Por,CRE,34,6.21,4.91,0,50,0,2,0,0,0,2025-26
Coppola F.,D,Dc,PIS,5,5.1,4.9,0,0,0,0,0,3,0,2025-26
Caprile,P,Por,CAG,38,6.29,4.87,0,53,0,0,0,2,0,2025-26
Leali,P,Por,GEN,22,6.16,4.84,0,27,0,0,0,2,1,2025-26
Bijlow,P,Por,GEN,16,6.06,4.78,0,20,0,0,0,1,0,2025-26
Muric,P,Por,SAS,32,6.08,4.77,0,43,0,1,0,4,0,2025-26
Stanciu,C,C;T,GEN,4,5.5,4.75,0,0,0,0,0,0,0,2025-26
Suzuki,P,Por,PAR,20,6.02,4.75,0,28,0,1,0,1,0,2025-26
Silvestri,P,Por,CRE,4,6.38,4.62,0,7,0,0,0,0,0,2025-26
Paleari,P,Por,TOR,29,6.09,4.52,0,45,0,0,0,1,0,2025-26
Sportiello,P,Por,ATA,1,5.5,4.5,0,1,0,0,0,0,0,2025-26
Cornet,C,W,GEN,5,5.1,4.5,0,0,0,0,0,0,0,2025-26
Ravaglia F.,P,Por,BOL,17,6.21,4.38,0,29,0,0,0,4,0,2025-26
Semper,P,Por,PIS,25,6.06,4.38,0,42,0,0,0,0,0,2025-26
Scuffet,P,Por,PIS,7,6.21,4.07,0,15,0,0,0,0,0,2025-26
Israel,P,Por,TOR,9,5.89,3.83,0,18,0,0,0,1,0,2025-26
Perilli,P,Por,VER,3,6.17,3.83,0,7,0,0,0,0,0,2025-26
Sommariva,P,Por,GEN,2,5.75,3.75,0,4,0,0,0,0,0,2025-26
Nicolas,P,Por,PIS,6,5.92,3.58,0,14,0,0,0,0,0,2025-26
Sava,P,Por,UDI,7,5.57,3.5,0,14,0,0,0,1,0,2025-26
Rossi F.,P,Por,ATA,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Tourè E.,A,Pc,ATA,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Erlic,D,Dc,BOL,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Ilic M.,D,Dc,BOL,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
El Azzouzi,C,M;C,BOL,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Ndoye,C,W,BOL,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Karlsson,A,W;A,BOL,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Ciocci,P,Por,CAG,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Radunovic,P,Por,CAG,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Wieteska,D,Dc,CAG,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Veroli,D,Ds;Dc,CAG,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Vigorito,P,Por,COM,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Goldaniga,D,Dc,COM,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Jack,D,Ds;Dc,COM,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Braunoder,C,M;C,COM,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Engelhardt,C,M;C,COM,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Alli,C,T,COM,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Azon,A,Pc,COM,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Gabrielloni,A,Pc,COM,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Nava,P,Por,CRE,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Ravanelli,D,Dc,CRE,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Azzi,D,Ds;E,CRE,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Quagliata,D,Ds;E,CRE,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Sernicola,D,Dd;Ds;E,CRE,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Castagnetti,C,M;C,CRE,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Pickel,C,M;C,CRE,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Valoti,C,C;T,CRE,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Zanimacchia,C,W,CRE,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Nasti,A,Pc,CRE,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Martinelli T.,P,Por,FIO,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Bianco,C,M;C,FIO,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Beltran L.,A,A,FIO,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Siegrist,P,Por,GEN,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Vogliacco,D,Dd;Dc,GEN,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Taremi,A,Pc,INT,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Pinsoglio,P,Por,JUV,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Savona,D,B;Dd;E,JUV,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Rouhi,D,Ds;E,JUV,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Weah,C,E;W,JUV,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Douglas Luiz,C,C,JUV,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Gonzalez N.,A,W;A,JUV,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Mandas,P,Por,LAZ,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Gigot,D,Dc,LAZ,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Fruchtl,P,Por,LEC,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Samooja,P,Por,LEC,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Rafia,C,C;T,LEC,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Marchwinski,C,T,LEC,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Torriani,P,Por,MIL,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Thiaw,D,Dc,MIL,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Liberali,C,W;T,MIL,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Okafor,A,A,MIL,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Contini,P,Por,NAP,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Balogh,D,Dc,PAR,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Leoni,D,Dc,PAR,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Hainaut,D,Dd;E,PAR,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Man,C,W;A,PAR,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Mbambi,D,Dc,PIS,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Rus,D,Dd;Dc,PIS,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Esteves T.,D,Dd;E,PIS,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Arena,C,W;T,PIS,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Buffon L.,A,A,PIS,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Bonfanti N.,A,Pc,PIS,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Lind,A,Pc,PIS,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Zelezny,P,Por,ROM,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Gollini,P,Por,ROM,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Kumbulla,D,Dc,ROM,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Abdulhamid,D,Dd;E,ROM,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
Salah-Eddine,D,E,ROM,0,0.0,0.0,0,0,0,0,0,0,0,2025-26
